"account_id","id","clone_url","owner_id","secret_id","name"
2,114,ssh://git@gitlab.hostlogic.hu/euronics/hybris.git,2,29,newkey-gitlab-hl
2,11634,git@bitbucket.org:lensa/alfred-support-system.git,2,2149,lensa_tmp
3,742,ssh://git@stash.lensa.com:7999/lfc/mothership.git,3,4,Lensa stash
3,743,ssh://git@stash.lensa.com:7999/lms/node-lensa3.git,3,4,Lensa stash
6,121,git@github.com:dask/dask.git,6,28,sajat
6,122,git@github.com:dask/distributed.git,6,28,sajat
6,229,git@github.com:ibis-project/ibis.git,6,28,sajat
16,460,ssh://git@gitlab.hostlogic.hu/euronics/pricing.git,16,26,newkey-gitlab-hl
16,114,ssh://git@gitlab.hostlogic.hu/euronics/hybris.git,16,26,newkey-gitlab-hl
19,3476,zsolt.gyongyosi@gitlab.dev.e-vista.hu:jofogas/ans-ui.git,19,829,eVista
19,3473,git@gitlab.dev.e-vista.hu:jofogas/ans.git,19,829,eVista
19,3474,git@gitlab.dev.e-vista.hu:jofogas/ans-ui.git,19,829,eVista
19,108,git@github.schibsted.io:scmh/jofogas.git,19,24,JFG
19,3475,zsolt.gyongyosi@gitlab.dev.e-vista.hu:jofogas/ans.git,19,829,eVista
53,459,ssh://battleship-reborn@vs-ssh.visualstudio.com:22/Battleship%20-%20Reborn/_ssh/BattleshipReborn,53,61,github token
54,463,yflippo@bitbucket.org:yflippo/matlabbiostatica.git,54,70,https://yflippo@bitbucket.org/yflippo/matlabbiostatica.git
57,494,prubeski_buildium@bitbucket.org:buildium/buildiumcode.git,57,77,Gitenial
57,493,bitbucket.org/buildium/,57,77,Gitenial
60,507,juliancacrs@bitbucket.org:juliancacrs/titles-rest-api.git,60,81,gitentialjc
70,646,git@bitbucket.org:workgaps/webapp.git,70,104,WorkGaps
125,711,git@bitbucket.org:stevendigitalworld/revopos.emenu.git,124,129,Gitential
125,850,git@bitbucket.org:lirunguo0113/ts.mr.octopus.git,124,129,Gitential
125,712,git@bitbucket.org:stevendigitalworld/revopos.customer.display.git,124,129,Gitential
125,848,git@bitbucket.org:lirunguo0113/io.revopos.teochewcuisine.git,124,129,Gitential
125,710,git@bitbucket.org:stevendigitalworld/revopos.git,124,129,Gitential
125,849,git@bitbucket.org:vampuke/revopos.customer.display.branch.git,124,129,Gitential
126,713,ssh://git@gitlab.com:osd-gpm1/digiforce-qms.git,125,131,gitlabKey
130,714,git@github.com:relivecc/skyhawk-website.git,129,136,github token
137,734,git@gitlab.com:ss-bootcamp/frontend.git,136,148,Gitential
137,730,git@gitlab.com:ss-bootcamp/front-end.git,136,148,Gitential
137,784,git@gitlab.com:shipshopv2/api_shipshop_v2.git,136,148,Gitential
137,731,git@gitlab.com:ss-bootcamp/systemadmin.git,136,148,Gitential
137,785,git@gitlab.com:shipshopv2/shipshopV2.git,136,148,Gitential
151,747,plmetz@gmail.com@208.54.5.242:paul/test.git,149,167,gitlab
151,750,ssh://plmetz@vs-ssh.visualstudio.com:22/_ssh/OdinBar,149,169,vsts
153,751,ssh://dpolanco@vs-ssh.visualstudio.com:22/_ssh/StantecLens,151,171,Gitential
155,755,git@bitbucket.org:hubscidevteam/hubscience-frontend.git,153,174,gitentialkey
195,4280,ssh://gut@github.com/fila95/HomePot.git,193,1025,Gitential SSH
198,1010,git@github.com:volodymyrss/doc-integral-mm-requirements.git,196,218,drafts
202,1017,ssh://PowerFlowerExamen@vs-ssh.visualstudio.com:22/_ssh/PowerFlower,200,223,flower
204,1019,ssh://git@bitbucket:7999/its/streams.git,202,225,github token
211,1042,ssh://git@github.schibsted.io/scmh/jofogas,209,235,github token
226,1088,ssh://feiyue@git2.impressionpi.com:2233/opt/git2/FingoCommon.git,224,253,gitential
282,1346,git@github.com:EBSCOIS/discover.shared.ebscoviewerservice.git,280,1467,EVS
285,1349,git@github.com:WordPress/WordPress.git,283,317,git@github.com:WordPress/WordPress.git
318,1479,git@bitbucket.org:knightpointsystems/zeus.git,316,351,Gitential
337,1587,ssh://git@gitlab.com:Cliff123/masterthesis.git,335,371,SSH key
346,1599,git@bitbucket.org:dotodayteam/backend.git,344,381,do2
346,1612,git@bitbucket.org:dotodayteam/client.git,344,381,do2
415,1761,git@bitbucket.org:buildium/mobile-android.git,413,450,Gitential
415,1765,git@bitbucket.org:buildium/identity.git,413,450,Gitential
415,1769,git@bitbucket.org:buildium/buildiumerrortracking.git,413,450,Gitential
415,1762,git@bitbucket.org:buildium/payments.git,413,450,Gitential
415,1766,git@bitbucket.org:buildium/buildiumcode.messages.git,413,450,Gitential
415,1759,git@bitbucket.org:buildium/buildiumcode.git,413,450,Gitential
415,1763,git@bitbucket.org:buildium/mobile-ios.git,413,450,Gitential
415,1767,git@bitbucket.org:buildium/apm.net.git,413,450,Gitential
415,1760,git@bitbucket.org:buildium/buildiumstandard.git,413,450,Gitential
415,1764,git@bitbucket.org:buildium/buildium.theme.git,413,450,Gitential
415,1768,git@bitbucket.org:buildium/mobile-api.git,413,450,Gitential
486,1759,git@bitbucket.org:buildium/buildiumcode.git,482,524,bd-bitbucket
585,2342,git@bitbucket.org:legioitalica/lytm.soluzione.git,581,621,Galilman
600,2378,ssh://git@github.com/code-geek-ru/OM-PARTNER.git,596,640,gitential-partners
602,2380,ssh://itmtfs@vs-ssh.visualstudio.com:22/ITM.SD.Galperin/_ssh/sepa-bbs-adapter,597,642,Gitential KEY
602,2384,ssh://itmtfs@vs-ssh.visualstudio.com:22/ITM.SD.Galperin/_ssh/gbs-adapter,597,642,Gitential KEY
602,2388,ssh://itmtfs@vs-ssh.visualstudio.com:22/ITM.SD.Galperin/_ssh/model,597,642,Gitential KEY
602,2392,ssh://itmtfs@vs-ssh.visualstudio.com:22/ITM.SD.Galperin/_ssh/rest-exception-mapper,597,642,Gitential KEY
602,2381,ssh://itmtfs@vs-ssh.visualstudio.com:22/ITM.SD.Galperin/_ssh/accuity-adapter,597,642,Gitential KEY
602,2385,ssh://itmtfs@vs-ssh.visualstudio.com:22/ITM.SD.Galperin/_ssh/integration,597,642,Gitential KEY
602,2389,ssh://itmtfs@vs-ssh.visualstudio.com:22/ITM.SD.Galperin/_ssh/mpts-adapter,597,642,Gitential KEY
602,2393,ssh://itmtfs@vs-ssh.visualstudio.com:22/ITM.SD.Galperin/_ssh/salesup-adapter,597,642,Gitential KEY
602,2382,ssh://itmtfs@vs-ssh.visualstudio.com:22/ITM.SD.Galperin/_ssh/au10tix-adapter,597,642,Gitential KEY
602,2386,ssh://itmtfs@vs-ssh.visualstudio.com:22/ITM.SD.Galperin/_ssh/mambu-adapter,597,642,Gitential KEY
602,2390,ssh://itmtfs@vs-ssh.visualstudio.com:22/ITM.SD.Galperin/_ssh/mpts-client,597,642,Gitential KEY
602,2383,ssh://itmtfs@vs-ssh.visualstudio.com:22/ITM.SD.Galperin/_ssh/cloudformation,597,642,Gitential KEY
602,2387,ssh://itmtfs@vs-ssh.visualstudio.com:22/ITM.SD.Galperin/_ssh/job-scheduler,597,642,Gitential KEY
602,2391,ssh://itmtfs@vs-ssh.visualstudio.com:22/ITM.SD.Galperin/_ssh/oauth-server,597,642,Gitential KEY
711,2984,git@github.com:ForgeCloud/saas-middle-tier.git,706,751,saas Test
711,2985,git@github.com:ForgeCloud/ui-components.git,706,752,uiux1
746,4225,git@github.com:SymetriaSpJ/appium-parallel-es6-es7.git,741,1004,appium-parallel-es6-es7
746,3385,git@github.com:SymetriaSpJ/FitatuApiAuth.git,741,795,gitential-fitatu
746,3389,git@github.com:SymetriaSpJ/FitatuApiPlanner.git,741,799,FitatuApiPlanner
746,4222,git@github.com:SymetriaSpJ/TestSuite.git,741,1001,TestSuite
746,3386,git@github.com:SymetriaSpJ/Vapk.git,741,796,vapk
746,3391,git@github.com:SymetriaSpJ/FitatuBillingBundle.git,741,802,FitatuBillingBundle
746,4223,git@github.com:SymetriaSpJ/FitatuApiPlannerResources.git,741,1002,FitatuApiPlannerResources
746,3387,git@github.com:SymetriaSpJ/FitatuApiClientBundle.git,741,797,FitatuApiClientBundle
746,3390,git@github.com:SymetriaSpJ/FitatuSharedBundle.git,741,803,FitatuSharedBundle
746,4224,git@github.com:SymetriaSpJ/FitatuApiBundle.git,741,1003,FitatuApiBundle
746,3388,git@github.com:SymetriaSpJ/FitatuApiSearchFood.git,741,798,FitatuApiSearchFood
746,3392,git@github.com:SymetriaSpJ/VitaliaPl.git,741,804,vitalia
750,3396,git@github.com:joelmora/fmt-gui-remittance.git,745,809,gitential-ssh-key
805,3727,git@gitlab.com:happylelandercoding/pkaufmann/clarence-house.git,798,875,pkcontract-gitential
805,3724,git@gitlab.com:happylelandercoding/pkaufmann/pkcontract.git,798,875,pkcontract-gitential
805,3728,git@gitlab.com:happylelandercoding/pkaufmann/pkfabrics.git,798,875,pkcontract-gitential
805,3725,git@gitlab.com:happylelandercoding/pkaufmann/common.git,798,875,pkcontract-gitential
805,3726,git@gitlab.com:happylelandercoding/pkaufmann/pklifestyles.git,798,875,pkcontract-gitential
807,3848,git@github.com:aelogica/chaos-app.git,800,879,gitenial
809,3853,git@github.com:cdbtech/every-pig-client.git,802,883,gitential
836,4197,git@bitbucket.org:vagas/vagas_legado.git,829,991,SSH KEY GITENTIAL
836,4196,git@bitbucket.org:vagas/e_parthenon.git,829,991,SSH KEY GITENTIAL
850,3997,git@gitlab.chorus.se:frisq-care/clients/admin-ui.git,843,929,gitlab
850,3998,git@gitlab.chorus.se:frisq-care/backend-services.git,843,929,gitlab
850,3999,git@gitlab.chorus.se:frisq-care/clients/frisq-care-ios.git,843,929,gitlab
850,4000,git@gitlab.chorus.se:frisq-care/clients/frisq-patient-ios.git,843,929,gitlab
852,4001,git@eng-git.canterbury.ac.nz:seng302-2018/team-200.git,845,935,MattSimpson
856,4053,ssh://rt-ds@vs-ssh.visualstudio.com:22/GruntifyV4/_ssh/gruntify-v4-api,849,941,dasdf
856,4054,ssh://rt-ds@vs-ssh.visualstudio.com:22/GruntifyV4/_ssh/gruntify-v4-background-jobs,849,941,dasdf
856,4055,ssh://rt-ds@vs-ssh.visualstudio.com:22/GruntifyV4/_ssh/gruntify-web-v4-prototype,849,941,dasdf
864,4065,git@gitlab.com:kleard/android.git,857,951,KLEARD
864,4066,git@gitlab.com:kleard/web.git,857,951,KLEARD
